Phrase	Grammar	Transcription	Translation	Notes
麻烦	máfan	to trouble or bother someone	HSK 4
满	mǎn	to reach a quota or limit	HSK 4
免费	miǎnfèi	to be free of charge	HSK 4
迷路	mílù	to get lost	HSK 4
弄	nòng	to do	HSK 4
排队	páiduì	to line up	HSK 4
排列	páiliè	to arrange in order	HSK 4
判断	pànduàn	to judge, to determine	HSK 4
陪	péi	to accompany; to keep someone company	HSK 4
骗	piàn	to trick, to fool, to cheat, to deceive	HSK 4
批评	pīpíng	to criticize	HSK 4
破	pò	to break	HSK 4
敲	qiāo	to knock, to strike, to tap	HSK 4
取	qǔ	to take	HSK 4
缺少	quēshǎo	to lack	HSK 4
扔	rēng	to throw, to throw away	HSK 4
散步	sànbù	to take a walk	HSK 4
商量	shāngliang	to discuss and come to an agreement	HSK 4
省	shěng	to save, to economize	HSK 4
剩	shèng	to remain, to be left	HSK 4
生活	shēnghuó	to live	HSK 4
申请	shēnqǐng	to apply (for)	HSK 4
使	shǐ	to make, to cause	HSK 4
失败	shībài	to fail	HSK 4
适合	shìhé	to fit, to suit	HSK 4
失望	shīwàng	to be disappointed	HSK 4
适应	shìyìng	to adapt to	HSK 4
使用	shǐyòng	to use; to employ; to apply; to make use of	HSK 4
收	shōu	to receive (money)	HSK 4
受到	shòudào	to receive	HSK 4
收拾	shōushi	to clear away	HSK 4
输	shū	to lose (a competition)	HSK 4
说明	shuōmíng	to indicate, to show	HSK 4
熟悉	shúxī	to be familiar with	HSK 4
死	sǐ	to die	HSK 4
抬	tái	to lift, to raise	HSK 4
谈	tán	to talk	HSK 4
躺	tǎng	to lie on one's back	HSK 4
讨论	tǎolùn	to discuss	HSK 4
讨厌	tǎoyàn	to dislike, to hate	HSK 4
提	tí	to raise (an issue), to mention	HSK 4
填空	tiánkòng	to fill in the blank	HSK 4
提供	tígōng	to provide	HSK 4
停	tíng	to stop	HSK 4
提前	tíqián	to move up the date	HSK 4
提醒	tíxǐng	to remind	HSK 4
同情	tóngqíng	to show sympathy for	HSK 4
通知	tōngzhī	to notify	HSK 4
推	tuī	to push	HSK 4
推迟	tuīchí	to postpone	HSK 4
脱	tuō	to take off (clothing)	HSK 4
无	wú	not to have	HSK 4
无法	wúfǎ	to have no way to	HSK 4
误会	wùhuì	to misunderstand	HSK 4
污染	wūrǎn	to pollute	HSK 4
响	xiǎng	to make a sound	HSK 4
羡慕	xiànmù	to be envious of	HSK 4
笑话	xiàohuà	to laugh at	HSK 4
行	xíng	all right, OK	HSK 4
醒	xǐng	to wake up	HSK 4
修理	xiūlǐ	to repair, to fix	HSK 4
吸引	xīyǐn	to attract	HSK 4
演出	yǎnchū	to perform	HSK 4
养成	yǎngchéng	to cultivate	HSK 4
研究	yánjiū	to research	HSK 4
邀请	yāoqǐng	to invite; invitation	HSK 4
赢	yíng	to win	HSK 4
应聘	yìngpìn	to apply for a job	HSK 4
引起	yǐnqǐ	to lead to, to cause	HSK 4
以为	yǐwéi	to (mistakenly) think (that)	HSK 4
原谅	yuánliàng	to forgive	HSK 4
阅读	yuèdú	to read	HSK 4
约会	yuēhuì	to date, to go to an appointment	HSK 4
允许	yǔnxǔ	to allow, to permit	HSK 4
预习	yùxí	to prepare for a lesson	HSK 4
增加	zēngjiā	to add, to increase	HSK 4
占线	zhànxiàn	to be busy (telephone line)	HSK 4
照	zhào	to take a picture	HSK 4
招聘	zhāopìn	to seek applicants for a job	HSK 4
整理	zhěnglǐ	to organize, to tidy up	HSK 4
证明	zhèngmíng	to prove	HSK 4
指	zhǐ	to refer to	HSK 4
支持	zhīchí	to support	HSK 4
值得	zhíde	to be worth (doing)	HSK 4
重视	zhòngshì	to attach importance to, to value	HSK 4
转	zhuǎn	to revolve; to turn	HSK 4
赚	zhuàn	to earn; to make a profit	HSK 4
祝贺	zhùhè	to congratulate	HSK 4
总结	zǒngjié	to sum up	HSK 4
租	zū	to rent	HSK 4
尊重	zūnzhòng	to respect	HSK 4
作用	zuòyòng	to act on; to affect	HSK 4
