Phrase	Grammar	Transcription	Translation	Notes
透明	tòumíng	transparent	HSK 5
突出	tūchū	outstanding	HSK 5
歪	wāi	crooked, askew	HSK 5
完美	wánměi	perfect	HSK 5
完整	wánzhěng	complete	HSK 5
伟大	wěidà	great, grand	HSK 5
唯一	wéiyī	only, sole	HSK 5
稳定	wěndìng	steady, stable	HSK 5
温暖	wēnnuǎn	warm	HSK 5
温柔	wēnróu	gentle	HSK 5
无数	wúshù	countless	HSK 5
相对	xiāngduì	relative	HSK 5
相关	xiāngguān	related	HSK 5
显然	xiǎnrán	clear	HSK 5
现实	xiànshí	realistic, pragmatic	HSK 5
鲜艳	xiānyàn	brightly-colored	HSK 5
消极	xiāojí	negative	HSK 5
小气	xiǎoqì	stingy, petty	HSK 5
斜	xié	inclined	HSK 5
幸运	xìngyùn	lucky	HSK 5
虚心	xūxīn	open-minded	HSK 5
严肃	yánsù	serious	HSK 5
业余	yèyú	spare time, amateur	HSK 5
硬	yìng	hard, firm, tough	HSK 5
英俊	yīngjùn	handsome	HSK 5
意外	yìwài	unexpected	HSK 5
一致	yīzhì	consistent	HSK 5
用功	yònggōng	studious, hardworking	HSK 5
拥挤	yōngjǐ	crowded, congested	HSK 5
悠久	yōujiǔ	long (of history)	HSK 5
有利	yǒulì	advantageous, favorable	HSK 5
优美	yōuměi	graceful, fine	HSK 5
圆	yuán	round	HSK 5
晕	yūn	dizzy	HSK 5
糟糕	zāogāo	terrible (of s situation)	HSK 5
窄	zhǎi	narrow	HSK 5
正	zhèng	just (right); straight; correct	HSK 5
整个	zhěng gè	the entire (thing)	HSK 5
整齐	zhěngqí	neat, tidy	HSK 5
真实	zhēnshí	true, real	HSK 5
直	zhí	straight	HSK 5
重大	zhòngdà	great	HSK 5
周到	zhōudào	considerate, attentive, thorough (in some activity)	HSK 5
主动	zhǔdòng	proactive	HSK 5
主观	zhǔguān	subjective	HSK 5
逐渐	zhújiàn	gradual	HSK 5
自动	zìdòng	automatic	HSK 5
自豪	zìháo	proud (of one's achievements etc)	HSK 5
自觉	zìjué	self-aware	HSK 5
自私	zìsī	selfish	HSK 5
自由	zìyóu	free (as a bird)	HSK 5
最初	zuìchū	initial	HSK 5
