Phrase	Grammar	Transcription	Translation	Notes
会计	kuàijì	accountant; accounting	HSK 5
昆虫	kūnchóng	insect	HSK 5
辣椒	làjiāo	hot pepper	HSK 5
老百姓	lǎobǎixìng	the ordinary people	HSK 5
老板	lǎobǎn	boss	HSK 5
劳动	láodòng	labor, work	HSK 5
姥姥	lǎolao	maternal grandmother	HSK 5
老婆	lǎopo	(informal) wife	HSK 5
老鼠	lǎoshǔ	rat, mouse	HSK 5
雷	léi	thunder	HSK 5
类型	lèixíng	type, category	HSK 5
梨	lí	pear	HSK 5
恋爱	liàn'ài	(romantic) love	HSK 5
粮食	liángshi	foodstuff, cereals	HSK 5
列车	lièchē	(railway) train	HSK 5
力量	lìliang	power	HSK 5
理论	lǐlùn	theory	HSK 5
铃	líng	(small) bell	HSK 5
领导	lǐngdǎo	leader	HSK 5
零件	língjiàn	part (of a machine)	HSK 5
零食	língshí	snack	HSK 5
领域	lǐngyù	domain, field, area	HSK 5
利润	lìrùn	profit	HSK 5
利息	lìxī	interest (in the financial sense)	HSK 5
利益	lìyì	benefit	HSK 5
理由	lǐyóu	reason	HSK 5
龙	lóng	dragon	HSK 5
陆地	lùdì	dry land (as opposed to the sea)	HSK 5
论文	lùnwén	thesis	HSK 5
逻辑	luóji	logic	HSK 5
录音	lùyīn	(audio) recording	HSK 5
麦克风	màikèfēng	microphone	HSK 5
馒头	mántou	steamed roll	HSK 5
毛病	máobìng	defect, fault	HSK 5
矛盾	máodùn	contradiction	HSK 5
冒险	màoxiǎn	adventure	HSK 5
贸易	màoyì	trade	HSK 5
魅力	mèilì	charm, charisma	HSK 5
眉毛	méimao	eyebrow	HSK 5
美术	měishù	fine arts	HSK 5
煤炭	méitàn	coal	HSK 5
媒体	méitǐ	the media	HSK 5
梦想	mèngxiǎng	life dream	HSK 5
面积	miànjī	(surface) area	HSK 5
蜜蜂	mìfēng	bee	HSK 5
秘密	mìmì	secret	HSK 5
命令	mìnglìng	a command	HSK 5
名牌	míngpái	famous brand	HSK 5
名片	míngpiàn	business card	HSK 5
名胜古迹	míngshèng gǔjì	historical sites and scenic spots	HSK 5
明星	míngxīng	a star, a celebrity	HSK 5
命运	mìngyùn	fate	HSK 5
秘书	mìshū	secretary	HSK 5
模特	mótè	(fashion) model	HSK 5
摩托	mótuō	motorbike	HSK 5
目标	mùbiāo	target	HSK 5
目录	mùlù	index, table of contents	HSK 5
目前	mùqián	currently	HSK 5
木头	mùtou	wood	HSK 5
脑袋	nǎodài	head	HSK 5
内部	nèibù	interior	HSK 5
内科	nèikē	internal medicine	HSK 5
能源	néngyuán	energy source	HSK 5
年代	niándài	an "era" (non-specific timerame)	HSK 5
年纪	niánjì	age	HSK 5
牛仔裤	niúzǎikù	jeans	HSK 5
农村	nóngcūn	the countryside	HSK 5
农民	nóngmín	farmer	HSK 5
农业	nóngyè	agriculture	HSK 5
女士	nǚshì	lady, madam	HSK 5
欧洲	Ōuzhōu	Europe	HSK 5
派	pài	faction, school of thought	HSK 5
赔偿	péicháng	compensation	HSK 5
配合	pèihé	cooperation	HSK 5
培训	péixùn	training	HSK 5
培养	péiyǎng	sustenance	HSK 5
盆	pén	flower pot	HSK 5
疲劳	píláo	weariness	HSK 5
频道	píndào	channel	HSK 5
平等	píngděng	equality	HSK 5
平方	píngfāng	square (as in square meters)	HSK 5
平衡	pínghéng	balance	HSK 5
评价	píngjià	evaluation	HSK 5
拼音	pīnyīn	pinyin (Chinese romanization)	HSK 5
墙	qiáng	wall	HSK 5
枪	qiāng	gun	HSK 5
前途	qiántú	prospects, future outlook	HSK 5
启发	qǐfā	inspiration	HSK 5
气氛	qìfēn	atmosphere, mood	HSK 5
奇迹	qíjì	miracle	HSK 5
期间	qījiān	time period	HSK 5
青春	qīngchūn	youth	HSK 5
情景	qíngjǐng	situation	HSK 5
请求	qǐngqiú	a request	HSK 5
青少年	qīngshàonián	adolescent, teenager	HSK 5
情绪	qíngxù	mood	HSK 5
球迷	qiúmí	sports fan	HSK 5
企业	qǐyè	enterprise, business	HSK 5
汽油	qìyóu	gasoline	HSK 5
圈	quān	circle	HSK 5
权力	quánlì	power, rights	HSK 5
权利	quánlì	right, privilege	HSK 5
趋势	qūshì	trend, tendency	HSK 5
人才	réncái	a person's talent	HSK 5
人口	rénkǒu	population	HSK 5
人类	rénlèi	humankind	HSK 5
人民币	rénmínbì	RMB, Chinese Yuan (CNY)	HSK 5
人生	rénshēng	life (one's time on earth)	HSK 5
人事	rénshì	human resources	HSK 5
人物	rénwù	character (in a novel, film, etc.)	HSK 5
人员	rényuán	staff personnel	HSK 5
日常	rìcháng	daily, routine	HSK 5
日程	rìchéng	schedule	HSK 5
日历	rìlì	calendar	HSK 5
日期	rìqī	date	HSK 5
日用品	rìyòngpǐn	articles for daily use	HSK 5
日子	rìzi	(special) day	HSK 5
软件	ruǎnjiàn	software	HSK 5
如今	rújīn	nowadays, now	HSK 5
嗓子	sǎngzi	throat, voice	HSK 5
色彩	sècǎi	coloring	HSK 5
沙漠	shāmò	desert	HSK 5
闪电	shǎndiàn	lightning	HSK 5
伤害	shānghài	harm	HSK 5
商品	shāngpǐn	commodity, goods	HSK 5
商务	shāngwù	commercial affairs	HSK 5
商业	shāngyè	business, trade, commerce	HSK 5
扇子	shànzi	fan	HSK 5
沙滩	shātān	beach	HSK 5
蛇	shé	snake	HSK 5
设备	shèbèi	equipment, facilities	HSK 5
设计	shèjì	a design	HSK 5
身材	shēncái	figure, body shape	HSK 5
身份	shēnfèn	identity	HSK 5
声调	shēngdiào	tone (of a tonal language)	HSK 5
胜利	shènglì	victory	HSK 5
绳子	shéngzi	rope, cord	HSK 5
神话	shénhuà	myth	HSK 5
设施	shèshī	facilities	HSK 5
时差	shíchā	time difference; jet lag	HSK 5
市场	shìchǎng	market	HSK 5
时代	shídài	the age, the times	HSK 5
诗歌	shīgē	poem	HSK 5
实话	shíhuà	the truth	HSK 5
实践	shíjiàn	practice (as opposed to theory)	HSK 5
试卷	shìjuàn	examination paper	HSK 5
时刻	shíkè	moment	HSK 5
时期	shíqī	time period	HSK 5
事实	shìshí	fact	HSK 5
石头	shítou	stone	HSK 5
食物	shíwù	food	HSK 5
事物	shìwù	thing, object	HSK 5
实习	shíxí	internship	HSK 5
实验	shíyàn	test, experiment	HSK 5
狮子	shīzi	lion	HSK 5
手工	shǒugōng	handicraft	HSK 5
收获	shōuhuò	gain, benefit (e.g. from training: what you learned from it)	HSK 5
收据	shōujù	receipt	HSK 5
寿命	shòumìng	life span, life expectancy	HSK 5
受伤	shòushāng	to be hurt	HSK 5
手术	shǒushù	surgery	HSK 5
手套	shǒutào	glove(s)	HSK 5
手续	shǒuxù	procedure	HSK 5
手指	shǒuzhǐ	finger	HSK 5
双方	shuāngfāng	both sides, both parties	HSK 5
鼠标	shǔbiāo	mouse (computing)	HSK 5
蔬菜	shūcài	vegetables	HSK 5
税	shuì	tax	HSK 5
书架	shūjià	bookshelf	HSK 5
数据	shùjù	data	HSK 5
数码	shùmǎ	digital	HSK 5
梳子	shūzi	comb	HSK 5
丝绸	sīchóu	silk	HSK 5
思想	sīxiǎng	thinking	HSK 5
损失	sǔnshī	loss	HSK 5
锁	suǒ	a lock	HSK 5
宿舍	sùshè	dormitory	HSK 5
太极	tàijí	tai chi	HSK 5
台阶	táijiē	step(s)	HSK 5
太太	tàitai	wife; Mrs.	HSK 5
桃	táo	peach	HSK 5
特色	tèsè	distinguishing feature(s)	HSK 5
特征	tèzhēng	characteristic	HSK 5
天空	tiānkōng	sky	HSK 5
挑战	tiǎozhàn	a challenge	HSK 5
调整	tiáozhěng	adjustment	HSK 5
提纲	tígāng	outline	HSK 5
体会	tǐhuì	a personal experience	HSK 5
题目	tímù	topic, subject	HSK 5
体验	tǐyàn	an experience	HSK 5
投资	tóuzī	investment	HSK 5
土地	tǔdì	land, territory	HSK 5
土豆	tǔdòu	potato	HSK 5
推荐	tuījiàn	recommendation	HSK 5
兔子	tùzi	rabbit	HSK 5
外公	wàigōng	(coll.) mother's father	HSK 5
外交	wàijiāo	diplomacy	HSK 5
网络	wǎngluò	internet	HSK 5
王子	wángzǐ	prince	HSK 5
玩具	wánjù	a toy	HSK 5
完美	wánměi	perfection	HSK 5
胃	wèi	stomach	HSK 5
尾巴	wěiba	tail	HSK 5
围巾	wéijīn	scarf	HSK 5
胃口	wèikǒu	appetite	HSK 5
未来	wèilái	future	HSK 5
微笑	wēixiào	a smile	HSK 5
威胁	wēixié	a threat	HSK 5
维修	wéixiū	maintenance	HSK 5
位置	wèizhi	position, place, seat	HSK 5
吻	wěn	a kiss	HSK 5
问候	wènhòu	a greeting	HSK 5
文件	wénjiàn	document, file	HSK 5
文具	wénjù	stationery	HSK 5
文明	wénmíng	civilization	HSK 5
文学	wénxué	literature	HSK 5
文字	wénzì	text, written language	HSK 5
卧室	wòshì	bedroom	HSK 5
雾	wù	fog	HSK 5
物理	wùlǐ	physics	HSK 5
武术	wǔshù	martial arts	HSK 5
物质	wùzhì	matter, material	HSK 5
屋子	wūzi	room, small house	HSK 5
夏令营	xiàlìngyíng	summer camp	HSK 5
县	xiàn	county	HSK 5
现代	xiàndài	modern	HSK 5
香肠	xiāngcháng	sausage	HSK 5
项链	xiàngliàn	necklace	HSK 5
项目	xiàngmù	project	HSK 5
象棋	xiàngqí	Chinese chess	HSK 5
相似	xiāngsì	similarity	HSK 5
象征	xiàngzhēng	symbol	HSK 5
现象	xiànxiàng	phenomenon	HSK 5
限制	xiànzhì	limit	HSK 5
消费	xiāofèi	consumption	HSK 5
效率	xiàolǜ	efficiency	HSK 5
小麦	xiǎomài	wheat	HSK 5
销售	xiāoshòu	sales; salesperson	HSK 5
写作	xiězuò	writing	HSK 5
细节	xìjié	detail	HSK 5
戏剧	xìjù	drama, play	HSK 5
行动	xíngdòng	action, movement	HSK 5
行人	xíngrén	pedestrian	HSK 5
形式	xíngshì	formality, shape, outer apeparance	HSK 5
形势	xíngshì	circumstances; situation; terrain	HSK 5
行为	xíngwéi	behavior, conduct, actions	HSK 5
形象	xíngxiàng	image; visual	HSK 5
性质	xìngzhì	nature, characteristic	HSK 5
形状	xíngzhuàng	shape	HSK 5
信号	xìnhào	signal	HSK 5
心理	xīnlǐ	mentality, psychology	HSK 5
信任	xìnrèn	trust	HSK 5
心脏	xīnzàng	heart (the organ)	HSK 5
胸	xīong	chest	HSK 5
兄弟	xiōngdì	bros	HSK 5
系统	xìtǒng	system	HSK 5
休闲	xiūxián	leisure	HSK 5
血	xuè	blood	HSK 5
学历	xuélì	educational background	HSK 5
学术	xuéshù	learning, academics	HSK 5
学问	xuéwèn	knowledge	HSK 5
牙齿	yáchǐ	tooth, teeth	HSK 5
押金	yājīn	deposit, down payment	HSK 5
样式	yàngshì	style, pattern	HSK 5
阳台	yángtái	balcony	HSK 5
宴会	yànhuì	banquet	HSK 5
演讲	yǎnjiǎng	speech	HSK 5
腰	yāo	waist, lower back	HSK 5
夜	yè	night	HSK 5
业务	yèwù	a company's business (as opposed to business in general)	HSK 5
乙	yǐ	second (of the ten Heavenly Stems)	HSK 5
一辈子	yībèizi	(for) a lifetime	HSK 5
遗憾	yíhàn	regret	HSK 5
议论	yìlùn	discussion	HSK 5
移民	yímín	immigrant	HSK 5
银	yín	silver	HSK 5
硬件	yìngjiàn	hardware	HSK 5
英雄	yīngxióng	hero	HSK 5
营养	yíngyǎng	nutrition	HSK 5
影子	yǐngzi	shadow	HSK 5
因素	yīnsù	factor	HSK 5
意外	yìwài	an accident	HSK 5
疑问	yíwèn	quesiton, doubt	HSK 5
义务	yìwù	duty, obligation	HSK 5
意义	yìyì	meaning, significance	HSK 5
拥抱	yōngbào	a hug	HSK 5
勇气	yǒngqì	courage	HSK 5
用途	yòngtú	use, purpose	HSK 5
幼儿园	yòuéryuán	kindergarten	HSK 5
优惠	yōuhuì	favorable treatment	HSK 5
优势	yōushì	advantage	HSK 5
元旦	Yuándàn	New Year's Day	HSK 5
员工	yuángōng	employee, staff	HSK 5
原料	yuánliào	raw material	HSK 5
愿望	yuànwàng	desire	HSK 5
原则	yuánzé	principle	HSK 5
预报	yùbào	forecast	HSK 5
乐器	yuèqì	musical instrument	HSK 5
娱乐	yúlè	entertainment	HSK 5
玉米	yùmǐ	corn	HSK 5
运气	yùnqi	luck	HSK 5
运输	yùnshū	transport	HSK 5
语气	yǔqì	tone of voice	HSK 5
灾害	zāihài	disaster	HSK 5
长辈	zhǎngbèi	older generation	HSK 5
账户	zhànghù	bank account	HSK 5
展览	zhǎnlǎn	exhibit, display	HSK 5
战争	zhànzhēng	war	HSK 5
诊断	zhěnduàn	diagnosis	HSK 5
政府	zhèngfǔ	government	HSK 5
证件	zhèngjiàn	official document	HSK 5
证据	zhèngjù	evidence	HSK 5
争论	zhēnglùn	argument	HSK 5
整体	zhěngtǐ	whole entity	HSK 5
政治	zhèngzhì	politics	HSK 5
哲学	zhéxué	philosophy	HSK 5
指导	zhǐdǎo	guidance	HSK 5
制度	zhìdù	system, institution	HSK 5
智慧	zhìhuì	wisdom, intelligence	HSK 5
治疗	zhìliáo	medical treatment	HSK 5
支票	zhīpiào	(bank) cheque	HSK 5
秩序	zhìxù	social order	HSK 5
志愿者	zhìyuànzhě	a volunteer	HSK 5
执照	zhízhào	license (e.g. driver's license), permit	HSK 5
中介	zhōngjiè	agent	HSK 5
种类	zhǒnglèi	type, variety, class	HSK 5
重量	zhòngliàng	weight	HSK 5
中心	zhōngxīn	center	HSK 5
中旬	zhōngxún	the middle (10 days) of a month	HSK 5
猪	zhū	pig, swine	HSK 5
状况	zhuàngkuàng	condition, state, situation	HSK 5
装饰	zhuāngshì	decoration	HSK 5
状态	zhuàngtài	state, condition	HSK 5
专家	zhuānjiā	expert	HSK 5
祝福	zhùfú	blessings	HSK 5
主人	zhǔrén	master, host	HSK 5
主任	zhǔrèn	director	HSK 5
主题	zhǔtí	theme	HSK 5
主席	zhǔxí	chairman, chairperson	HSK 5
竹子	zhúzi	bamboo	HSK 5
紫	zǐ	purple	HSK 5
资格	zīgé	qualifications	HSK 5
资金	zījīn	funds	HSK 5
资料	zīliào	information	HSK 5
字幕	zìmù	subtitles	HSK 5
字母	zìmǔ	letter (of the alphabet)	HSK 5
姿势	zīshì	posture, position	HSK 5
自由	zìyóu	freedom, liberty	HSK 5
资源	zīyuán	resource(s)	HSK 5
总裁	zǒngcái	director, CEO	HSK 5
总理	zǒnglǐ	premier	HSK 5
总统	zǒngtǒng	president (of a country)	HSK 5
组	zǔ	group	HSK 5
作品	zuòpǐn	work (of art)	HSK 5
作文	zuòwén	composition (student essay)	HSK 5
组织	zǔzhī	organization	HSK 5
